Office of the Superintendent of Bankruptcy,,,,,,,,,,,,,,,,,
Business Bankruptcy Statistics by the North American Industry Classification System by Province,,,,,,,,,,,,,,,,,
Year: 2024,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Bureau du surintendent des faillites,,,,,,,,,,,,,,,,,
Statistiques provinciales sur les faillites d'entreprise selon le Système de classification des industries de l'Amerique du Nord,,,,,,,,,,,,,,,,,
Année: 2024,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
TYPE,CODE,TITLE,TITRE,"N.L 
T.-N.-L.","N.S. 
N.-É.","P.E.I. 
Î.-P.-É.","N.B. 
N.-B.","QUE. 
QC","ONT. 
ONT.","MAN. 
MAN.","SASK. 
SASK.","ALTA. 
ALB.","B.C. 
C.-B.","N.W.T. 
T.-N.-O.","Y.T. 
YUKON","NUN. 
NUN.","CANADA 
CANADA"
National Industry / Industrie nationale:,459999,"All other miscellaneous retailers (except beer and wine-making supplies
retailers)","Tous les autres détaillants de détail divers (sauf les détaillants de matériel
pour la fabrication d",0,0,0,1,18,8,0,1,1,1,0,0,0,30
Sector / Secteur:,48,Transportation and warehousing,Transport et entreposage,0,3,3,0,255,103,5,6,10,12,0,0,0,397
Sub Sector / Sous-secteur:,481,Air transportation,Transport aérien,0,0,0,0,4,0,0,0,0,1,0,0,0,5
Industry Group / Groupe industriel:,4811,Scheduled air transportation,Transport aérien régulier,0,0,0,0,3,0,0,0,0,1,0,0,0,4
Industry / Industrie:,48111,Scheduled air transportation,Transport aérien régulier,0,0,0,0,3,0,0,0,0,1,0,0,0,4
National Industry / Industrie nationale:,481110,Scheduled air transportation,Transport aérien régulier,0,0,0,0,3,0,0,0,0,1,0,0,0,4
Industry Group / Groupe industriel:,4812,Non-scheduled air transportation,Transport aérien non régulier,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,48121,Non-scheduled air transportation,Transport aérien non régulier,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,481214,Non-scheduled chartered air transportation,Transport aérien d'affrètement non régulier,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,481215,Non-scheduled specialty flying services,Services de vols spécialisés non réguliers,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sub Sector / Sous-secteur:,482,Rail transportation,Transport ferroviaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,4821,Rail transportation,Transport ferroviaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,48211,Rail transportation,Transport ferroviaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,482112,Short-haul freight rail transportation,Transport ferroviaire de marchandises sur de courtes distances,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,482113,Mainline freight rail transportation,Transport ferroviaire de marchandises sur ligne principale,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,482114,Passenger rail transportation,Transport ferroviaire de voyageurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub Sector / Sous-secteur:,483,Water transportation,Transport par eau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,4831,"Deep sea, coastal and Great Lakes water transportation","Transport hauturier, côtier et sur les Grands Lacs",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,48311,"Deep sea, coastal and Great Lakes water transportation","Transport hauturier, côtier et sur les Grands Lacs",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,483115,"Deep sea, coastal and Great Lakes water transportation (except by ferries)","Transport hauturier, côtier et sur les Grands Lacs, sauf le transport par
traversier",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,483116,"Deep sea, coastal and Great Lakes water transportation by ferries","Transport hauturier, côtier et sur les Grands Lacs par traversier",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,4832,Inland water transportation,Transport sur les eaux intérieures,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,48321,Inland water transportation,Transport sur les eaux intérieures,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,483213,Inland water transportation (except by ferries),Transport sur les eaux intérieures (sauf par traversier),0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,483214,Inland water transportation by ferries,Transport sur les eaux intérieures par traversier,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub Sector / Sous-secteur:,484,Truck transportation,Transport par camion,0,1,2,0,217,85,5,5,8,6,0,0,0,329
Industry Group / Groupe industriel:,4841,General freight trucking,Transport par camion de marchandises diverses,0,0,2,0,183,75,4,5,8,5,0,0,0,282
Industry / Industrie:,48411,"General freight trucking, local",Transport local par camion de marchandises diverses,0,0,0,0,172,56,1,2,7,4,0,0,0,242
National Industry / Industrie nationale:,484110,"General freight trucking, local",Transport local par camion de marchandises diverses,0,0,0,0,172,56,1,2,7,4,0,0,0,242
Industry / Industrie:,48412,"General freight trucking, long distance",Transport par camion de marchandises diverses sur de longues distances,0,0,2,0,11,19,3,3,1,1,0,0,0,40
National Industry / Industrie nationale:,484121,"General freight trucking, long distance, truck-load (single shipper)","Transport par camion de marchandises diverses sur de longues distances,
charge complète (un seul exp",0,0,2,0,8,10,3,3,1,1,0,0,0,28
National Industry / Industrie nationale:,484122,"General freight trucking, long distance, less than truck-load (multiple
shippers)","Transport par camion de marchandises diverses sur de longues distances,
charge partielle (plus d'un",0,0,0,0,3,9,0,0,0,0,0,0,0,12
Industry Group / Groupe industriel:,4842,Specialized freight trucking,Transport par camion de marchandises spéciales,0,1,0,0,34,10,1,0,0,1,0,0,0,47
Industry / Industrie:,48421,Used household and office goods moving,Déménagement de biens usagés de maison et de bureau,0,1,0,0,6,0,0,0,0,1,0,0,0,8
National Industry / Industrie nationale:,484210,Used household and office goods moving,Déménagement de biens usagés de maison et de bureau,0,1,0,0,6,0,0,0,0,1,0,0,0,8
Industry / Industrie:,48422,"Specialized freight (except used goods) trucking, local","Transport local par camion de marchandises spéciales (sauf les biens
usagés)",0,0,0,0,15,8,0,0,0,0,0,0,0,23
National Industry / Industrie nationale:,484221,"Bulk liquids trucking, local",Transport local par camion de vrac liquide,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,484222,"Dry bulk materials trucking, local",Transport local par camion de vrac solide,0,0,0,0,5,1,0,0,0,0,0,0,0,6
National Industry / Industrie nationale:,484223,"Forest products trucking, local",Transport local par camion de produits forestiers,0,0,0,0,7,0,0,0,0,0,0,0,0,7
National Industry / Industrie nationale:,484229,"Other specialized freight (except used goods) trucking, local","Transport local par camion d'autres marchandises spéciales (sauf les biens
usagés)",0,0,0,0,2,7,0,0,0,0,0,0,0,9
Industry / Industrie:,48423,"Specialized freight (except used goods) trucking, long distance","Transport par camion de marchandises spéciales sur de longues distances
(sauf les biens usagés)",0,0,0,0,13,2,1,0,0,0,0,0,0,16
National Industry / Industrie nationale:,484231,"Bulk liquids trucking, long distance",Transport par camion de vrac liquide sur de longues distances,0,0,0,0,0,1,1,0,0,0,0,0,0,2
National Industry / Industrie nationale:,484232,"Dry bulk materials trucking, long distance",Transport par camion de vrac solide sur de longues distances,0,0,0,0,2,1,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,484233,"Forest products trucking, long distance",Transport par camion de produits forestiers sur de longues distances,0,0,0,0,3,0,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,484239,"Other specialized freight (except used goods) trucking, long distance","Transport par camion d'autres marchandises spéciales sur de longues
distances (sauf les biens usagés",0,0,0,0,8,0,0,0,0,0,0,0,0,8
Sub Sector / Sous-secteur:,485,Transit and ground passenger transportation,Transport en commun et transport terrestre de voyageurs,0,0,1,0,14,6,0,0,1,1,0,0,0,23
Industry Group / Groupe industriel:,4851,Urban transit systems,Services urbains de transport en commun,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,48511,Urban transit systems,Services urbains de transport en commun,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,485110,Urban transit systems,Services urbains de transport en commun,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry Group / Groupe industriel:,4852,Interurban and rural bus transportation,Transport interurbain et rural par autocar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,48521,Interurban and rural bus transportation,Transport interurbain et rural par autocar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,485210,Interurban and rural bus transportation,Transport interurbain et rural par autocar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,4853,Taxi and limousine service,Services de taxi et de limousine,0,0,1,0,7,4,0,0,1,0,0,0,0,13
Industry / Industrie:,48531,Taxi service,Services de taxi,0,0,1,0,6,4,0,0,1,0,0,0,0,12
National Industry / Industrie nationale:,485310,Taxi service,Services de taxi,0,0,1,0,6,4,0,0,1,0,0,0,0,12
Industry / Industrie:,48532,Limousine service,Services de limousine,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,485320,Limousine service,Services de limousine,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry Group / Groupe industriel:,4854,School and employee bus transportation,Transport scolaire et transport d'employés par autobus,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Industry / Industrie:,48541,School and employee bus transportation,Transport scolaire et transport d'employés par autobus,0,0,0,0,2,0,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,485410,School and employee bus transportation,Transport scolaire et transport d'employés par autobus,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Industry Group / Groupe industriel:,4855,Charter bus industry,Services d'autobus nolisés,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,48551,Charter bus industry,Services d'autobus nolisés,0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,485510,Charter bus industry,Services d'autobus nolisés,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry Group / Groupe industriel:,4859,Other transit and ground passenger transportation,"Autres services de transport en commun et de transport terrestre de
voyageurs",0,0,0,0,4,1,0,0,0,1,0,0,0,6
Industry / Industrie:,48599,Other transit and ground passenger transportation,"Autres services de transport en commun et de transport terrestre de
voyageurs",0,0,0,0,4,1,0,0,0,1,0,0,0,6
National Industry / Industrie nationale:,485990,Other transit and ground passenger transportation,"Autres services de transport en commun et de transport terrestre de
voyageurs",0,0,0,0,4,1,0,0,0,1,0,0,0,6
Sub Sector / Sous-secteur:,486,Pipeline transportation,Transport par pipeline,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry Group / Groupe industriel:,4861,Pipeline transportation of crude oil,Transport du pétrole brut par oléoduc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,48611,Pipeline transportation of crude oil,Transport du pétrole brut par oléoduc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,486110,Pipeline transportation of crude oil,Transport du pétrole brut par oléoduc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,4862,Pipeline transportation of natural gas,Transport du gaz naturel par gazoduc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,48621,Pipeline transportation of natural gas,Transport du gaz naturel par gazoduc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,486210,Pipeline transportation of natural gas,Transport du gaz naturel par gazoduc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,4869,Other pipeline transportation,Autres services de transport par pipeline,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,48691,Pipeline transportation of refined petroleum products,Transport par pipeline de produits pétroliers raffinés,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,486910,Pipeline transportation of refined petroleum products,Transport par pipeline de produits pétroliers raffinés,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,48699,All other pipeline transportation,Tous les autres services de transport par pipeline,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,486990,All other pipeline transportation,Tous les autres services de transport par pipeline,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sub Sector / Sous-secteur:,487,Scenic and sightseeing transportation,Transport de tourisme et d'agrément,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Industry Group / Groupe industriel:,4871,"Scenic and sightseeing transportation, land",Transport terrestre de tourisme et d'agrément,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,48711,"Scenic and sightseeing transportation, land",Transport terrestre de tourisme et d'agrément,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,487110,"Scenic and sightseeing transportation, land",Transport terrestre de tourisme et d'agrément,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,4872,"Scenic and sightseeing transportation, water",Transport par eau de tourisme et d'agrément,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,48721,"Scenic and sightseeing transportation, water",Transport par eau de tourisme et d'agrément,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,487210,"Scenic and sightseeing transportation, water",Transport par eau de tourisme et d'agrément,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry Group / Groupe industriel:,4879,"Scenic and sightseeing transportation, other",Autres services de transport de tourisme et d'agrément,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Industry / Industrie:,48799,"Scenic and sightseeing transportation, other",Autres services de transport de tourisme et d'agrément,0,0,0,0,3,0,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,487990,"Scenic and sightseeing transportation, other",Autres services de transport de tourisme et d'agrément,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Sub Sector / Sous-secteur:,488,Support activities for transportation,Activités de soutien au transport,0,2,0,0,15,12,0,1,1,4,0,0,0,35
Industry Group / Groupe industriel:,4881,Support activities for air transportation,Activités de soutien au transport aérien,0,0,0,0,4,0,0,0,0,2,0,0,0,6
Industry / Industrie:,48811,Airport operations,Opérations aéroportuaires,0,0,0,0,0,0,0,0,0,2,0,0,0,2
National Industry / Industrie nationale:,488111,Air traffic control,Contrôle de la circulation aérienne,0,0,0,0,0,0,0,0,0,1,0,0,0,1
National Industry / Industrie nationale:,488119,Other airport operations,Autres opérations aéroportuaires,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Industry / Industrie:,48819,Other support activities for air transportation,Autres activités de soutien au transport aérien,0,0,0,0,4,0,0,0,0,0,0,0,0,4
National Industry / Industrie nationale:,488190,Other support activities for air transportation,Autres activités de soutien au transport aérien,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Industry Group / Groupe industriel:,4882,Support activities for rail transportation,Activités de soutien au transport ferroviaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,48821,Support activities for rail transportation,Activités de soutien au transport ferroviaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,488210,Support activities for rail transportation,Activités de soutien au transport ferroviaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,4883,Support activities for water transportation,Activités de soutien au transport par eau,0,0,0,0,0,0,0,0,1,1,0,0,0,2
Industry / Industrie:,48831,Port and harbour operations,Opérations portuaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,488310,Port and harbour operations,Opérations portuaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,48832,Marine cargo handling,Manutention du fret maritime,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,488320,Marine cargo handling,Manutention du fret maritime,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,48833,Navigational services to shipping,Services de navigation pour le transport par eau,0,0,0,0,0,0,0,0,1,1,0,0,0,2
National Industry / Industrie nationale:,488331,Marine salvage services,Sauvetage maritime,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,488332,Ship piloting services,Pilotage de navire,0,0,0,0,0,0,0,0,1,1,0,0,0,2
National Industry / Industrie nationale:,488339,Other navigational services to shipping,Autres services de navigation pour le transport par eau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,48839,Other support activities for water transportation,Autres activités de soutien au transport par eau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,488390,Other support activities for water transportation,Autres activités de soutien au transport par eau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,4884,Support activities for road transportation,Activités de soutien au transport routier,0,2,0,0,7,9,0,0,0,0,0,0,0,18
Industry / Industrie:,48841,Motor vehicle towing,Remorquage de véhicules automobiles,0,0,0,0,4,7,0,0,0,0,0,0,0,11
National Industry / Industrie nationale:,488410,Motor vehicle towing,Remorquage de véhicules automobiles,0,0,0,0,4,7,0,0,0,0,0,0,0,11
Industry / Industrie:,48849,Other support activities for road transportation,Autres activités de soutien au transport routier,0,2,0,0,3,2,0,0,0,0,0,0,0,7
National Industry / Industrie nationale:,488490,Other support activities for road transportation,Autres activités de soutien au transport routier,0,2,0,0,3,2,0,0,0,0,0,0,0,7
Industry Group / Groupe industriel:,4885,Freight transportation arrangement,Intermédiaires en transport de marchandises,0,0,0,0,1,0,0,1,0,1,0,0,0,3
Industry / Industrie:,48851,Freight transportation arrangement,Intermédiaires en transport de marchandises,0,0,0,0,1,0,0,1,0,1,0,0,0,3
National Industry / Industrie nationale:,488511,Marine shipping agencies,Agences de transport maritime,0,0,0,0,0,0,0,0,0,1,0,0,0,1
National Industry / Industrie nationale:,488519,Other freight transportation arrangement,Autres intermédiaires en transport de marchandises,0,0,0,0,1,0,0,1,0,0,0,0,0,2
Industry Group / Groupe industriel:,4889,Other support activities for transportation,Autres activités de soutien au transport,0,0,0,0,3,3,0,0,0,0,0,0,0,6
Industry / Industrie:,48899,Other support activities for transportation,Autres activités de soutien au transport,0,0,0,0,3,3,0,0,0,0,0,0,0,6
National Industry / Industrie nationale:,488990,Other support activities for transportation,Autres activités de soutien au transport,0,0,0,0,3,3,0,0,0,0,0,0,0,6
Sector / Secteur:,49,Transportation and Warehousing,Transport et entreposage,0,0,0,0,16,11,0,0,1,1,0,0,0,29
Sub Sector / Sous-secteur:,491,Postal service,Services postaux,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry Group / Groupe industriel:,4911,Postal service,Services postaux,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry / Industrie:,49111,Postal service,Services postaux,0,0,0,0,1,1,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,491110,Postal service,Services postaux,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Sub Sector / Sous-secteur:,492,Couriers and messengers,Messageries et services de messagers,0,0,0,0,13,6,0,0,0,1,0,0,0,20
Industry Group / Groupe industriel:,4921,Couriers,Messageries,0,0,0,0,1,2,0,0,0,0,0,0,0,3
Industry / Industrie:,49211,Couriers,Messageries,0,0,0,0,1,2,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,492110,Couriers,Messageries,0,0,0,0,1,2,0,0,0,0,0,0,0,3
Industry Group / Groupe industriel:,4922,Local messengers and local delivery,Services locaux de messagers et de livraison,0,0,0,0,12,4,0,0,0,1,0,0,0,17
Industry / Industrie:,49221,Local messengers and local delivery,Services locaux de messagers et de livraison,0,0,0,0,12,4,0,0,0,1,0,0,0,17
National Industry / Industrie nationale:,492210,Local messengers and local delivery,Services locaux de messagers et de livraison,0,0,0,0,12,4,0,0,0,1,0,0,0,17
Sub Sector / Sous-secteur:,493,Warehousing and storage,Entreposage,0,0,0,0,2,4,0,0,1,0,0,0,0,7
Industry Group / Groupe industriel:,4931,Warehousing and storage,Entreposage,0,0,0,0,2,4,0,0,1,0,0,0,0,7
Industry / Industrie:,49311,General warehousing and storage,Entreposage général,0,0,0,0,1,2,0,0,1,0,0,0,0,4
National Industry / Industrie nationale:,493110,General warehousing and storage,Entreposage et emmagasinage général,0,0,0,0,1,2,0,0,1,0,0,0,0,4
Industry / Industrie:,49312,Refrigerated warehousing and storage,Entreposage frigorifique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,493120,Refrigerated warehousing and storage,Entreposage frigorifique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,49313,Farm product warehousing and storage,Entreposage de produits agricoles,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,493130,Farm product warehousing and storage,Entreposage de produits agricoles,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,49319,Other warehousing and storage,Autres activités d'entreposage,0,0,0,0,0,2,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,493190,Other warehousing and storage,Autres activités d'entreposage,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Sector / Secteur:,51,Information and cultural industries,Industrie de l'information et industrie culturelle,0,1,0,0,66,32,1,0,6,6,0,0,0,112
Sub Sector / Sous-secteur:,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore,0,0,0,0,21,11,0,0,0,0,0,0,0,32
Industry Group / Groupe industriel:,5121,Motion picture and video industries,Industries du film et de vidéo,0,0,0,0,18,6,0,0,0,0,0,0,0,24
Industry / Industrie:,51211,Motion picture and video production,Production de films et de vidéos,0,0,0,0,10,3,0,0,0,0,0,0,0,13
National Industry / Industrie nationale:,512110,Motion picture and video production,Production de films et de vidéos,0,0,0,0,10,3,0,0,0,0,0,0,0,13
Industry / Industrie:,51212,Motion picture and video distribution,Distribution de films et de vidéos,0,0,0,0,2,1,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,512120,Motion picture and video distribution,Distribution de films et de vidéos,0,0,0,0,2,1,0,0,0,0,0,0,0,3
Industry / Industrie:,51213,Motion picture and video exhibition,Présentation de films et de vidéos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,512130,Motion picture and video exhibition,Présentation de films et de vidéos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,51219,Post-production and other motion picture and video industries,Postproduction et autres industries du film et de la vidéo,0,0,0,0,6,2,0,0,0,0,0,0,0,8
National Industry / Industrie nationale:,512190,Post-production and other motion picture and video industries,Postproduction et autres industries du film et de la vidéo,0,0,0,0,6,2,0,0,0,0,0,0,0,8
Industry Group / Groupe industriel:,5122,Sound recording industries,Industries de l'enregistrement sonore,0,0,0,0,3,5,0,0,0,0,0,0,0,8
Industry / Industrie:,51223,Music publishers,Éditeurs de musique,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,512230,Music publishers,Éditeurs de musique,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,51224,Sound recording studios,Studios d'enregistrement sonore,0,0,0,0,0,2,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,512240,Sound recording studios,Studios d'enregistrement sonore,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Industry / Industrie:,51225,Record production and distribution,Production et distribution d'enregistrements,0,0,0,0,2,1,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,512250,Record production and distribution,Production et distribution d'enregistrements,0,0,0,0,2,1,0,0,0,0,0,0,0,3
Industry / Industrie:,51229,Other sound recording industries,Autres industries de l'enregistrement sonore,0,0,0,0,0,2,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,512290,Other sound recording industries,Autres industries de l'enregistrement sonore,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Sub Sector / Sous-secteur:,513,Publishing industries,Édition,0,1,0,0,13,8,0,0,1,3,0,0,0,26
Industry Group / Groupe industriel:,5131,"Newspaper, periodical, book and directory publishers","Éditeurs de journaux, de périodiques, de livres et de répertoires",0,1,0,0,8,1,0,0,0,1,0,0,0,11
Industry / Industrie:,51311,Newspaper publishers,Éditeurs de journaux,0,0,0,0,1,0,0,0,0,1,0,0,0,2
National Industry / Industrie nationale:,513110,Newspaper publishers,Éditeurs de journaux,0,0,0,0,1,0,0,0,0,1,0,0,0,2
Industry / Industrie:,51312,Periodical publishers,Éditeurs de périodiques,0,0,0,0,1,1,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,513120,Periodical publishers,Éditeurs de périodiques,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry / Industrie:,51313,Book publishers,Éditeurs de livres,0,0,0,0,4,0,0,0,0,0,0,0,0,4
National Industry / Industrie nationale:,513130,Book publishers,Éditeurs de livres,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Industry / Industrie:,51314,Directory and mailing list publishers,Éditeurs d'annuaires et de répertoires,0,1,0,0,0,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,513140,Directory and mailing list publishers,Éditeurs d'annuaires et de répertoires,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Industry / Industrie:,51319,Other publishers,Autres éditeurs,0,0,0,0,2,0,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,513190,Other publishers,Autres éditeurs,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Industry Group / Groupe industriel:,5132,Software publishers,Éditeurs de logiciels,0,0,0,0,5,7,0,0,1,2,0,0,0,15
Industry / Industrie:,51321,Software publishers,Éditeurs de logiciels,0,0,0,0,5,7,0,0,1,2,0,0,0,15
National Industry / Industrie nationale:,513211,Software publishers (except video game publishers),Éditeurs de logiciels (sauf éditeurs de jeux vidéo),0,0,0,0,4,6,0,0,1,2,0,0,0,13
National Industry / Industrie nationale:,513212,Video game publishers,Éditeurs de jeux vidéo,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Sub Sector / Sous-secteur:,516,Broadcasting and content providers,Radiotélévision et fournisseurs de contenu,0,0,0,0,10,1,0,0,1,2,0,0,0,14
Industry Group / Groupe industriel:,5161,Radio and television broadcasting stations,Stations de radiodiffusion et de télédiffusion,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Industry / Industrie:,51611,Radio broadcasting stations,Stations de radiodiffusion,0,0,0,0,0,0,0,0,0,1,0,0,0,1
National Industry / Industrie nationale:,516110,Radio broadcasting stations,Stations de radiodiffusion,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Industry / Industrie:,51612,Television broadcasting stations,Stations de télédiffusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,516120,Television broadcasting stations,Stations de télédiffusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,5162,"Media streaming distribution services, and other media networks and content
providers","Services de distribution de contenu médiatique diffusé en continu et autres
réseaux et fournisseurs",0,0,0,0,10,1,0,0,1,1,0,0,0,13
Industry / Industrie:,51621,"Media streaming distribution services, and other media networks and content
providers","Services de distribution de contenu médiatique diffusé en continu et autres
réseaux et fournisseurs",0,0,0,0,10,1,0,0,1,1,0,0,0,13
National Industry / Industrie nationale:,516211,Pay and specialty television,Télévision payante et spécialisée,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,516212,Media streaming distribution services,Services de distribution de contenu médiatique diffusé en continu,0,0,0,0,5,1,0,0,1,1,0,0,0,8
National Industry / Industrie nationale:,516219,Other media content providers,Autres fournisseurs de contenu médiatique,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Sub Sector / Sous-secteur:,517,Telecommunications,Télécommunications,0,0,0,0,13,6,1,0,2,0,0,0,0,22
